0,Product_Charge_Price
1,Payment_Method_Key
2,Medium_Key
3,num_valid
4,count
5,Order_Sequence_No
6,Delivery_Option_Type_Key
7,prop
8,Cancelled_Qty
9,canc_prop
10,Ordered_Qty
11,customer_status
12,ship_status
13,destination_int
14,Category_Level_2Health.and.Beauty.Electricals
15,Order_Payment_Status_Key
16,Category_Level_2Fragrance
17,Category_Level_2Skin.Care
18,pay_key_num
19,Payment_Provider_Key
20,Category_Level_2Hair.Care
21,priority_int
22,Category_Level_2Make.Up
23,Category_Level_2Body.Care
24,Category_Level_2Bags
25,Category_Level_2Nail.Care
26,occupation_int
27,Category_Level_2Health.and.Beauty.Gift.Sets
28,Category_Level_2Books
29,Category_Level_2Gifting
