0,Order_Sequence_No
1,prop
2,Payment_Provider_Key
3,Payment_Method_Key
4,priority_int
5,Delivery_Option_Type_Key
6,Category_Level_2Health.and.Beauty.Electricals
7,Category_Level_2Skin.Care
8,pay_key_num
9,Medium_Key
10,ship_status
11,Order_Payment_Status_Key
12,Category_Level_2Body.Care
13,customer_status
14,destination_int
15,count
16,num_valid
17,Product_Charge_Price
18,Category_Level_2Hair.Care
19,Ordered_Qty
20,Category_Level_2Make.Up
21,canc_prop
22,Cancelled_Qty
23,Category_Level_2Fragrance
24,Category_Level_2Bags
25,Category_Level_2Health.and.Beauty.Gift.Sets
26,Category_Level_2Nail.Care
27,occupation_int
