0,prop
1,Order_Sequence_No
2,Payment_Method_Key
3,Payment_Provider_Key
4,Category_Level_2Skin.Care
5,priority_int
6,Category_Level_2Health.and.Beauty.Electricals
7,Delivery_Option_Type_Key
8,ship_status
9,Medium_Key
10,pay_key_num
11,Category_Level_2Body.Care
12,Product_Charge_Price
13,count
14,Order_Payment_Status_Key
15,destination_int
16,num_valid
17,customer_status
18,Category_Level_2Hair.Care
19,Ordered_Qty
20,Category_Level_2Make.Up
21,Cancelled_Qty
22,Category_Level_2Fragrance
23,Category_Level_2Bags
24,canc_prop
25,Category_Level_2Health.and.Beauty.Gift.Sets
26,occupation_int
27,Category_Level_2Nail.Care
