0,Product_Charge_Price
1,Payment_Method_Key
2,Medium_Key
3,count
4,num_valid
5,Order_Sequence_No
6,prop
7,Delivery_Option_Type_Key
8,Ordered_Qty
9,Cancelled_Qty
10,canc_prop
11,ship_status
12,Category_Level_2Health.and.Beauty.Electricals
13,customer_status
14,destination_int
15,Category_Level_2Fragrance
16,Category_Level_2Skin.Care
17,Order_Payment_Status_Key
18,pay_key_num
19,priority_int
20,Payment_Provider_Key
21,Category_Level_2Hair.Care
22,Category_Level_2Make.Up
23,Category_Level_2Body.Care
24,Category_Level_2Nail.Care
25,Category_Level_2Bags
26,occupation_int
27,Category_Level_2Health.and.Beauty.Gift.Sets
28,Category_Level_2Gifting
29,Category_Level_2Books
